day,ua_browser_version,ua_browser,ua_form_factor,ua_os_version,ua_os,page_path,page_resource_id,page_type,page_url,location_city,location_region,location_country,referrer_host,referrer_name,referrer_path,referrer_source,referrer_terms,referrer_url,total_sessions,total_carts,total_checkouts,total_orders_placed,total_conversion,avg_duration,total_bounce_rate,total_pageviews,total_visitors
2020-01-01,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-02,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-03,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-04,79,HeadlessChrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Seattle,Washington,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-04,12,Mobile Safari,Mobile,12,iOS,,,Homepage,https://thebeardroller.com/,Vancouver,British Columbia,Canada,r.search.yahoo.com,Yahoo!,/_ylt=Awr9J.fIOBFeU8gAlLU5ByI5;_ylu=X3oDMTByYnR1Zmd1BGNvbG8DZ3ExBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1578215752/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=wwqecwCgfaVsvSSHyK3sDs5iPAQ-,Search,,r.search.yahoo.com/_ylt=Awr9J.fIOBFeU8gAlLU5ByI5;_ylu=X3oDMTByYnR1Zmd1BGNvbG8DZ3ExBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1578215752/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=wwqecwCgfaVsvSSHyK3sDs5iPAQ-,1,0,0,0,0,19s,0,2,1
2020-01-05,13,Mobile Safari,Mobile,13,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Vancouver,British Columbia,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-05,65,Chrome,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Beijing,Beijing,China,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-05,121,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Quincy-Voisins,Île-de-France,France,,,,Direct,,,1,1,0,0,0,2m53s,0,2,1
2020-01-05,70,Firefox,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,New York,New York,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2020-01-06,79,Chrome,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,,,Canada,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2020-01-06,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Newbury,England,United Kingdom,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,7,0,0,0,0,0s,1,7,7
2020-01-06,36,Instagram,Mobile,11,iOS,,,Homepage,https://thebeardroller.com/,Central,Central and Western District,Hong Kong,l.instagram.com,Instagram,,Social,,l.instagram.com?u=http%3A%2F%2Fthebeardroller.com%2F&e=AT3qGnXMkjSonWZ9RVOmipair0EFyehVCw8GBH6Y2vJ1QVDIMosKiWXRWWok-tgsILHx4P-C47sFrfHYZIV5chcsmzjBZSH0u_AAhkrzzO3QeYACc4WRkpPcm6k,1,0,0,0,0,26s,0,2,1
2020-01-07,13,Mobile Safari,Mobile,13,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Maple Ridge,British Columbia,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-07,13,Mobile Safari,Mobile,13,iOS,/checkouts,,Checkout,https://thebeardroller.com/9854287950/checkouts/59400cd4f014f3ced00b5b2d5638c994?key=3d1ab6870ec8ea2300a94955bd6b8a03&skip_shopify_pay=true,Maple Ridge,British Columbia,Canada,thebeardroller.com,,/products/the-beard-roller,Direct,,thebeardroller.com/products/the-beard-roller,1,0,0,0,0,0s,1,1,1
2020-01-07,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Newbury,England,United Kingdom,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,3,0,0,0,0,0s,1,3,3
2020-01-07,12,Mobile Safari,Mobile,12,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Abbotsford,British Columbia,Canada,,,,Direct,,,1,0,0,0,0,1m0s,0,3,1
2020-01-08,123,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Mesa,Arizona,United States,,,,Direct,,,1,0,0,0,0,17s,0,2,1
2020-01-08,18,Edge,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Maltby,England,United Kingdom,www.bing.com,Bing,/search,Search,beard roller,www.bing.com/search?q=beard+roller&form=EDNTHT&mkt=en-gb&httpsmsn=1&msnews=1&plvar=0&refig=eac0e20409964df1e568f0fcd584644d&PC=DCTS&sp=1&qs=HS&sk=PRES1&sc=7-0&cvid=eac0e20409964df1e568f0fcd584644d&cc=GB&setlang=en-US,1,0,0,0,0,0s,1,1,1
2020-01-08,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,,United Kingdom,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2020-01-09,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-10,123,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Fort Worth,Texas,United States,,,,Direct,,,1,1,1,1,1,1m54s,0,8,1
2020-01-10,123,Instagram,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Los Angeles,California,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-01-10,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,,United Kingdom,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2020-01-10,64,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-10,123,Instagram,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Kampung Baharu Nilai,Negeri Sembilan,Malaysia,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-01-10,123,Instagram,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Floral Park,New York,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-01-10,64,Chrome,Desktop,,Linux,/pages/privacy-policy,27111686222,Custom Page,https://thebeardroller.com/pages/privacy-policy,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-11,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-12,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-13,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-14,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-15,124,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Pittsford,New York,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-15,Other,Other,Other,Other,Other,,,Homepage,https://thebeardroller.com/,Ashburn,Virginia,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2020-01-15,79,Chrome Mobile,Mobile,8,Android,,,Homepage,https://thebeardroller.com/,,,United Kingdom,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,43s,0,3,1
2020-01-15,Other,Other,Other,Other,Other,,,Homepage,https://thebeardroller.com/,,,France,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-16,60,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Dallas,Texas,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-17,124,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Bengaluru,Karnataka,India,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-18,124,Instagram,Mobile,8,Android,,,Homepage,https://thebeardroller.com/,Brou,Centre-Val de Loire,France,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-01-19,124,Instagram,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Elmira,New York,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-01-19,123,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Brooklyn,New York,United States,,,,Direct,,,1,1,1,1,1,13m58s,0,8,1
2020-01-19,,Facebook,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Goodyear,Arizona,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2020-01-19,247,Facebook,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Baguio City,Cordillera,Philippines,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,4m6s,0,3,1
2020-01-20,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR1R5vNA6Y6mvB21dw6lw2wD2XrAzuvjwHU65fXYeWoVtZQ5dAQ4VUPHcRk,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2020-01-20,124,Instagram,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Belfast,Northern Ireland,United Kingdom,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-01-20,123,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,,United Kingdom,,,,Direct,,,1,0,0,0,0,25s,0,2,1
2020-01-21,124,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Iowa City,Iowa,United States,,,,Direct,,,1,1,0,0,0,1m19s,0,3,1
2020-01-22,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-23,125,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,,Egypt,,,,Direct,,,1,0,0,0,0,11s,0,2,1
2020-01-24,125,Instagram,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Elmira,New York,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-01-24,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,Michigan,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-24,8,IE,Desktop,7,Windows,,,Homepage,https://thebeardroller.com/,,,United States,www.bing.com,Bing,/search,Search,amazon,www.bing.com/search?q=amazon,1,0,0,0,0,0s,1,1,1
2020-01-24,11,IE,Desktop,7,Windows,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,33s,0,2,1
2020-01-24,13,Mobile Safari,Mobile,13,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Calgary,Alberta,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-25,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-01-26,13,Mobile Safari UI/WKWebView,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Utrecht,Provincie Utrecht,Netherlands,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-26,13,Mobile Safari UI/WKWebView,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Utrecht,Provincie Utrecht,Netherlands,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2020-01-26,125,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Edmond,Oklahoma,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-27,13,Mobile Safari,Mobile,13,iOS,/checkouts,,Checkout,https://thebeardroller.com/9854287950/checkouts/0df4d0f70808d996e8bef060e8ed3dd3,Goodyear,Arizona,United States,,,,Direct,,,1,0,1,1,1,5m59s,0,5,1
2020-01-27,125,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Stouffville,Ontario,Canada,,,,Direct,,,1,0,1,1,1,3m56s,0,10,1
2020-01-27,125,Instagram,Mobile,12,iOS,,,Homepage,https://thebeardroller.com/,,Kentucky,United States,l.instagram.com,Instagram,,Social,,l.instagram.com?u=http%3A%2F%2Fthebeardroller.com%2F&e=AT30Ckk3taIgPcc6VVYK6CFzDdNg53Jznt9npjsekQwnL7wJczEK2I3-Xz2Xjp5qn7IRtesOhSTSSL3MlhycVBA9g9WAzSF5TJHFvNUYEi2sSbIOhV9g0abX3vEOpJ0njGs,1,0,0,0,0,0s,1,1,1
2020-01-27,77,HeadlessChrome,Desktop,,Linux,,,Homepage,https://g1jinedkd1iaj8mu955wjlfl66pjvik-9854287950.shopifypreview.com/,,,,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2020-01-28,13,Mobile Safari,Mobile,13,iOS,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/a464f4b0579704398ec739045d037a80,Culiacán,Sinaloa,Mexico,thebeardroller.com,,,Direct,,thebeardroller.com,1,0,0,0,0,0s,1,1,1
2020-01-28,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR0_uwNP69pncnfhHM2x0lDeATBaBDVRhqpr4IHH6UnHXDYfDlZ7kheZHqM,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2020-01-28,13,Mobile Safari,Mobile,13,iOS,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/a464f4b0579704398ec739045d037a80,Mason City,Iowa,United States,thebeardroller.com,,,Direct,,thebeardroller.com,1,0,0,0,0,0s,1,1,1
2020-01-29,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Seattle,Washington,United States,,,,Direct,,,1,0,0,0,0,1m3s,0,7,1
2020-01-30,64,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,120,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Moreno Valley,California,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Auckland,Auckland,New Zealand,www.google.co.nz,Google,,Search,,www.google.co.nz,1,0,0,0,0,0s,1,1,1
2020-01-30,125,Instagram,Mobile,6,Android,,,Homepage,https://thebeardroller.com/,,Texas,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,1,1,1,3m41s,0,7,1
2020-01-30,64,Chrome,Desktop,,Linux,/pages/privacy-policy,27111686222,Custom Page,https://thebeardroller.com/pages/privacy-policy,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/products/test,,Product,https://thebeardroller.com/products/test,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/apps/help-center,,App Generated,https://thebeardroller.com/apps/help-center,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/account/login,,Customer Account,https://thebeardroller.com/account/login,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/pages/about-us,27111751758,Custom Page,https://thebeardroller.com/pages/about-us,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,77,HeadlessChrome,Desktop,,Linux,,,Homepage,https://8ai3ljnoo82dpst3jxlo0pi3o0if0mi-9854287950.shopifypreview.com/,Mountain View,California,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2020-01-30,64,Chrome,Desktop,,Linux,/pages/contact-us,27111784526,Custom Page,https://thebeardroller.com/pages/contact-us,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/cart,,Cart,https://thebeardroller.com/cart,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,79,Chrome Mobile,Mobile,6,Android,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/4e1c8f7dbcd80138ed3599900415598a,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/pages/return-refund-policy,27111718990,Custom Page,https://thebeardroller.com/pages/return-refund-policy,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,64,Chrome,Desktop,,Linux,/pages/terms-of-service,27111587918,Custom Page,https://thebeardroller.com/pages/terms-of-service,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-30,13,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Costa Mesa,California,United States,r.search.yahoo.com,Yahoo!,/_ylt=Awr9Dt0ZrTNe8qwAr4xXNyoA;_ylu=X3oDMTByYnR1Zmd1BGNvbG8DZ3ExBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1580473754/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=0uPSVamY_V_MxPW1WZ.6NXhX9HU-,Search,,r.search.yahoo.com/_ylt=Awr9Dt0ZrTNe8qwAr4xXNyoA;_ylu=X3oDMTByYnR1Zmd1BGNvbG8DZ3ExBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1580473754/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=0uPSVamY_V_MxPW1WZ.6NXhX9HU-,1,0,0,0,0,0s,1,1,1
2020-01-31,126,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,,United Kingdom,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-01-31,126,Instagram,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Mexico City,Mexico City,Mexico,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-02-01,79,Chrome Mobile,Mobile,6,Android,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/4e1c8f7dbcd80138ed3599900415598a,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-01,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Worthing,England,United Kingdom,,,,Direct,,,1,0,0,0,0,2m4s,0,4,1
2020-02-01,126,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Worthing,England,United Kingdom,,,,Direct,,,1,0,0,0,0,1m45s,0,2,1
2020-02-02,60,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Dallas,Texas,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-02,13,Mobile Safari,Mobile,13,iOS,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/1eff2d3e30ba16e9c6e298f7d71dae37,Stouffville,Ontario,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-03,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-04,13,Mobile Safari,Mobile,13,iOS,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/f4d1fcf3f173d9850efe1df98786a471,,,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,1
2020-02-05,13,Mobile Safari,Mobile,13,iOS,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/f4d1fcf3f173d9850efe1df98786a471,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-05,127,Instagram,Mobile,12,iOS,,,Homepage,https://thebeardroller.com/,San Antonio,Texas,United States,l.instagram.com,Instagram,,Social,,l.instagram.com?u=http%3A%2F%2Fthebeardroller.com%2F&e=AT2Ljt5IQC3F82U7UrVmv3kzAmj4CWeBRB09eEafK2bCtwUFZfAJjer3ERMVIwYbFuJgVG-u1-DeYZml-1XUxWepHlZ2rGVWu2J5q4BD-vVMfrS01JdkGsIe-PnkNHPmOPD9jupeY_RFCbw_LLU,1,0,0,0,0,0s,1,1,1
2020-02-05,79,Chrome Mobile iOS,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,San Miguel,Central Luzon,Philippines,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-06,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-07,126,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Etobicoke,Ontario,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-07,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Stevenage,England,United Kingdom,r.search.yahoo.com,Yahoo!,/_ylt=AwrJS9IwhD1etg4AeQt0g81Q;_ylu=X3oDMTByMWk2OWNtBGNvbG8DaXIyBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1581118641/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=HCIoqlrIYGpjlVraX8X6MlTcxK8-,Search,,r.search.yahoo.com/_ylt=AwrJS9IwhD1etg4AeQt0g81Q;_ylu=X3oDMTByMWk2OWNtBGNvbG8DaXIyBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1581118641/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=HCIoqlrIYGpjlVraX8X6MlTcxK8-,1,0,0,0,0,0s,1,1,1
2020-02-08,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Streatham,England,United Kingdom,r.search.yahoo.com,Yahoo!,/_ylt=AwrJS9IwhD1etg4AeQt0g81Q;_ylu=X3oDMTByMWk2OWNtBGNvbG8DaXIyBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1581118641/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=HCIoqlrIYGpjlVraX8X6MlTcxK8-,Search,,r.search.yahoo.com/_ylt=AwrJS9IwhD1etg4AeQt0g81Q;_ylu=X3oDMTByMWk2OWNtBGNvbG8DaXIyBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1581118641/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=HCIoqlrIYGpjlVraX8X6MlTcxK8-,1,0,0,0,0,0s,1,1,1
2020-02-09,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-10,12,Mobile Safari,Mobile,12,iOS,,,Homepage,https://thebeardroller.com/,Sheffield,England,United Kingdom,www.bing.com,Bing,/search,Search,beard roller,www.bing.com/search?q=beard+roller&form=APIPH1&PC=APPL,1,0,0,0,0,0s,1,1,1
2020-02-11,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-12,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-13,80,Chrome,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Washington,District of Columbia,United States,results.searchlock.com,SearchLock,,Search,,results.searchlock.com,1,0,0,0,0,35s,0,2,1
2020-02-13,80,Chrome Mobile iOS,Mobile,12,iOS,,,Homepage,https://thebeardroller.com/,Gary,Indiana,United States,www.bing.com,Bing,/search,Search,beard roller,www.bing.com/search?q=beard+roller&qs=AS&pq=beard+ro&sk=PRES1AS1&sc=5-8&cvid=D3C14BCD0F024A469F11E97E956897CB&FORM=QBRE&sp=2,1,0,0,0,0,0s,1,1,1
2020-02-14,Other,Other,Other,Other,Other,,,Homepage,https://thebeardroller.com/,,,France,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-15,76,Chromium,Desktop,,Ubuntu,/pages/contact-us,27111784526,Custom Page,https://thebeardroller.com/pages/contact-us,Montreal,Quebec,Canada,,,,Direct,,,1,0,0,0,0,9s,0,2,1
2020-02-16,128,Instagram,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Missouri City,Texas,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,0s,1,1,1
2020-02-16,128,Instagram,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,,,Canada,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,1m5s,0,5,1
2020-02-16,128,Instagram,Mobile,8,Android,,,Homepage,https://thebeardroller.com/,Guelph,Ontario,Canada,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,12s,0,2,1
2020-02-17,79,HeadlessChrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Seattle,Washington,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-18,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-19,129,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-19,80,Chrome,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Washington,District of Columbia,United States,results.searchlock.com,SearchLock,,Search,,results.searchlock.com,1,0,0,0,0,0s,1,1,1
2020-02-20,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-21,13,Mobile Safari,Mobile,13,iOS,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/4e1c8f7dbcd80138ed3599900415598a,,Texas,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-22,13,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Belfast,Northern Ireland,United Kingdom,,,,Direct,,,1,0,0,0,0,0s,0,2,1
2020-02-23,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-24,129,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Ambler,Pennsylvania,United States,,,,Direct,,,1,1,1,1,1,32s,0,3,1
2020-02-25,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0s,0,0,0
2020-02-26,129,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-27,126,Instagram,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,Lynn,Massachusetts,United States,,,,Direct,,,1,0,1,0,0,2m19s,0,6,1
2020-02-28,64,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-28,64,Chrome,Desktop,,Linux,/products/test,,Product,https://thebeardroller.com/products/test,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-28,64,Chrome,Desktop,,Linux,/pages/about-us,27111751758,Custom Page,https://thebeardroller.com/pages/about-us,Boardman,Oregon,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2020-02-28,130,Instagram,Mobile,9,Android,,,Homepage,https://thebeardroller.com/,Deltona,Florida,United States,l.instagram.com,Instagram,,Social,,l.instagram.com,1,0,0,0,0,23s,0,2,1
